ID_Transaccion,Fecha,Tienda,Cliente,Producto,Canal,Metodo_Pago,Promocion,Cantidad,Precio_Unitario,Descuento,Venta_Bruta,Impuesto,Venta_Neta,Costo_Unitario,Es_Devolucion,Notas,Columna_Vacia
2022-000177,14/05/2022 09:52,S1014,C00620,P2001,Call Center,Transferencia,Promo 10%,3,86.24,0.1,258.72,31.05,227.67,59.67,0,,
2022-000178,08/12/2022 04:15,S1009,C00699,P2050,Call Center,Financiamiento,Sin Promo,4,273.95,0.0,1095.8,142.45,953.35,192.16,0,,
2022-000179,26/05/2022 00:24,S1016,C00543,P2097,Tienda,Transferencia,Promo 15%,2,416.9,0.2,833.8,100.06,733.74,298.37,0,,
2022-000180,02/03/2022 19:38,S1004,C00788,P2123,Web,Billetera Digital,Cyber Week,1,175.11,0.0,175.11,22.76,152.35,112.82,0,,
2022-000181,18/03/2022 06:29,S1012,C00710,P2151,Tienda,Efectivo,Black Friday,1,221.55,0.1,221.55,26.59,194.96,116.51,0,,
2022-000182,21/07/2022 05:50,S1038,C00258,P2068,Tienda,Efectivo,Black Friday,3,209.44,0.15,628.32,81.68,546.64,122.46,0,,
2022-000183,06/10/2022 20:11,S1018,C00757,P2089,Tienda,Financiamiento,Black Friday,1,736.54,0.0,736.54,88.38,648.16,351.93,0,,
2022-000184,07/01/2022 05:31,S1037,C00378,P2088,Marketplace,Tarjeta,2x1,1,571.92,0.0,571.92,74.35,497.57,308.2,0,,
2022-000185,21/12/2022 15:55,S1031,C00094,P2074,Web,Efectivo,Promo 15%,3,281.27,0.0,843.81,126.57,717.24,138.92,1,,
2022-000186,02/08/2022 04:48,S1022,C00609,P2058,Call Center,Transferencia,Promo 15%,1,465.91,0.0,465.91,69.89,396.02,324.41,0,,
2022-000187,15/09/2022 18:28,S1009,C00798,P2148,Call Center,Financiamiento,Sin Promo,4,539.85,0.2,2159.4,280.72,1878.68,390.62,0,,
2022-000188,06/11/2022 20:19,S1015,C00723,P2092,Web,Tarjeta,Cyber Week,2,802.49,0.0,1604.98,192.6,1412.38,416.32,1,,
2022-000189,02/03/2022 21:49,S1016,C00189,P2061,Marketplace,Efectivo,Sin Promo,2,42.68,0.0,85.36,10.24,75.12,26.36,0,,
2022-000190,13/04/2022 05:17,S1023,C00781,P2109,Tienda,Tarjeta,Promo 15%,3,197.87,0.05,593.61,89.04,504.57,141.94,0,,
2022-000191,22/05/2022 20:09,S1029,C00460,P2113,Marketplace,Efectivo,2x1,1,297.65,0.0,297.65,44.65,253.0,139.53,0,Revisar,
2022-000192,06/04/2022 23:57,S1038,C00415,P2021,Call Center,Tarjeta,Promo 15%,1,395.52,0.1,395.52,51.42,344.1,239.98,0,,
2022-000193,17/12/2022 05:47,S1036,C00679,P2020,Web,Billetera Digital,2x1,1,49.36,0.0,49.36,7.4,41.96,32.33,1,,
2022-000194,04/01/2022 17:19,S1029,C00186,P2011,Marketplace,Transferencia,Promo 15%,2,392.72,0.0,785.44,117.82,667.62,309.34,0,,
2022-000195,24/12/2022 02:03,S1005,C00661,P2090,Web,Efectivo,Sin Promo,4,105.3,0.15,421.2,54.76,366.44,72.93,0,,
2022-000196,02/02/2022 10:31,S1017,C00586,P2115,Marketplace,Efectivo,Black Friday,1,372.57,0.0,372.57,44.71,327.86,201.2,0,,
2022-000197,04/08/2022 17:41,S1006,C00506,P2104,Web,Financiamiento,Promo 10%,3,667.12,0.05,2001.36,260.18,1741.18,405.18,0,,
2022-000198,17/06/2022 20:58,S1039,C00157,P2104,Marketplace,Efectivo,Sin Promo,1,702.23,0.0,702.23,91.29,610.94,405.18,0,,
2022-000199,16/07/2022 02:40,S1019,C00151,P2042,Tienda,Efectivo,Promo 15%,3,401.39,0.0,1204.17,180.63,1023.54,233.31,0,,
2022-000200,12/10/2022 16:19,S1024,C00402,P2013,Call Center,Tarjeta,Promo 15%,1,190.19,0.05,190.19,28.53,161.66,98.1,0,,
2022-000201,21/07/2022 08:36,S1006,C00333,P2038,Web,Financiamiento,Sin Promo,1,132.95,0.05,132.95,17.28,115.67,104.22,0,,
2022-000202,23/01/2022 04:42,S1043,C00496,P2128,Tienda,Financiamiento,Promo 15%,3,473.78,0.15,1421.34,184.77,1236.57,269.57,0,,
2022-000203,16/11/2022 19:50,S1034,C00727,P2118,Web,Billetera Digital,Sin Promo,2,65.15,0.0,130.3,19.55,110.75,45.65,0,,
2022-000204,02/03/2022 06:00,S1021,C00458,P2012,Web,Tarjeta,Promo 10%,1,670.08,0.15,670.08,100.51,569.57,363.05,0,,
2022-000205,11/03/2022 00:50,S1037,C00290,P2137,Web,Efectivo,2x1,2,428.74,0.0,857.48,111.47,746.01,246.0,0,,
2022-000206,19/10/2022 17:01,S1017,C00697,P2131,Web,Tarjeta,Black Friday,2,196.93,0.0,393.86,47.26,346.6,119.6,1,,
2022-000207,06/04/2022 14:17,S1023,C00108,P2154,Call Center,Tarjeta,Promo 10%,1,659.89,0.1,659.89,98.98,560.91,427.53,0,,
2022-000208,28/06/2022 17:56,S1040,C00790,P2150,Marketplace,Transferencia,Promo 15%,5,198.96,0.15,994.8,129.32,865.48,154.53,1,,
2022-000209,30/10/2022 04:59,S1018,C00688,P2087,Marketplace,Transferencia,Promo 15%,1,323.78,0.0,323.78,38.85,284.93,166.63,0,,
2022-000210,21/09/2022 03:17,S1005,C00583,P2093,Tienda,Billetera Digital,Black Friday,1,147.96,0.0,147.96,19.23,128.73,75.0,0,,
2022-000211,28/06/2022 22:54,S1029,C00534,P2079,Marketplace,Transferencia,Promo 15%,1,249.59,0.0,249.59,37.44,212.15,156.92,0,,
2022-000212,27/07/2022 05:42,S1043,C00642,P2139,Marketplace,Efectivo,Sin Promo,4,18.25,0.1,73.0,9.49,63.51,12.71,0,,
2022-000213,12/11/2022 18:01,S1019,C00480,P2083,Call Center,Financiamiento,Sin Promo,1,444.91,0.15,444.91,66.74,378.17,334.59,0,,
2022-000214,29/07/2022 03:44,S1037,C00343,P2114,Web,Transferencia,Black Friday,3,443.2,0.2,1329.6,172.85,1156.75,274.57,0,,
2022-000215,16/01/2022 16:17,S1023,C00772,P2148,Web,Financiamiento,2x1,1,641.07,0.05,641.07,96.16,544.91,390.62,0,,
2022-000216,09/03/2022 07:09,S1018,C00031,P2101,Marketplace,Billetera Digital,Promo 15%,1,336.53,0.0,336.53,40.38,296.15,262.94,0,,
2022-000217,06/02/2022 13:38,S1023,C00449,P2107,Tienda,Tarjeta,2x1,5,273.7,0.15,1368.5,205.28,1163.22,196.36,0,,
2022-000218,14/12/2022 23:06,S1006,C00245,P2036,Call Center,Tarjeta,Promo 15%,5,274.2,0.05,1371.0,178.23,1192.77,143.03,0,,
2022-000219,28/01/2022 12:37,S1021,C00590,P2108,Tienda,Transferencia,Promo 10%,2,255.04,0.1,510.08,76.51,433.57,144.01,0,,
2022-000220,11/05/2022 11:00,S1019,C00479,P2078,Marketplace,Transferencia,2x1,1,165.66,0.0,165.66,24.85,140.81,125.47,0,,
2022-000221,16/05/2022 02:03,S1028,C00309,P2123,Marketplace,Efectivo,Sin Promo,3,175.11,0.0,525.33,78.8,446.53,112.82,1,,
2022-000222,13/06/2022 17:01,S1039,C00064,P2014,Call Center,Tarjeta,Black Friday,2,430.19,0.0,860.38,111.85,748.53,296.33,1,,
2022-000223,10/02/2022 23:24,S1005,C00164,P2149,Call Center,Financiamiento,Cyber Week,5,191.09,0.15,955.45,124.21,831.24,173.08,0,,
2022-000224,27/07/2022 21:08,S1013,C00010,P2121,Call Center,Tarjeta,Black Friday,1,417.78,0.0,417.78,50.13,367.65,207.12,0,,
2022-000225,10/04/2022 11:44,S1033,C00284,P2082,Marketplace,Billetera Digital,2x1,3,267.35,0.05,802.05,120.31,681.74,152.77,0,,
2022-000226,08/10/2022 00:15,S1026,C00687,P2103,Tienda,Efectivo,Promo 10%,1,403.65,0.05,403.65,60.55,343.1,274.37,1,,
2022-000227,22/12/2022 17:24,S1009,C00252,P2126,Tienda,Billetera Digital,Promo 15%,3,547.31,0.2,1641.93,213.45,1428.48,413.19,0,,
2022-000228,04/01/2022 23:23,S1024,C00429,P2106,Web,Tarjeta,Black Friday,1,461.42,0.0,461.42,69.21,392.21,310.34,0,,
2022-000229,10/08/2022 17:47,S1042,C00407,P2018,Web,Billetera Digital,Cyber Week,1,391.86,0.0,391.86,50.94,340.92,224.11,0,,
2022-000230,19/04/2022 04:51,S1011,C00345,P2011,Call Center,Transferencia,Promo 15%,1,314.18,0.2,314.18,37.7,276.48,309.34,0,,
2022-000231,06/04/2022 20:24,S1032,C00645,P2118,Web,Efectivo,2x1,4,65.15,0.0,260.6,39.09,221.51,45.65,0,,
2022-000232,12/07/2022 22:28,S1043,C00519,P2006,Web,Transferencia,Promo 10%,4,341.71,0.15,1366.84,177.69,1189.15,287.52,0,,
2022-000233,31/08/2022 08:37,S1023,C00273,P2084,Web,Efectivo,Cyber Week,2,9.26,0.15,18.52,2.78,15.74,8.31,0,,
2022-000234,23/06/2022 23:43,S1016,C00426,P2055,Web,Efectivo,Sin Promo,1,140.77,0.0,140.77,16.89,123.88,77.43,0,,
2022-000235,18/02/2022 09:09,S1033,C00260,P2040,Tienda,Financiamiento,Black Friday,2,59.49,0.0,118.98,17.85,101.13,35.66,0,,
2022-000236,27/04/2022 06:22,S1035,C00774,P2094,Web,Efectivo,Promo 15%,2,700.79,0.0,1401.58,210.24,1191.34,392.99,0,,
2022-000237,04/12/2022 02:34,S1002,C00045,P2019,Web,Billetera Digital,Sin Promo,2,424.14,0.1,848.28,110.28,738.0,283.84,1,,
2022-000238,05/09/2022 12:03,S1015,C00635,P2001,Tienda,Transferencia,Promo 15%,3,76.66,0.2,229.98,27.6,202.38,59.67,1,,
2022-000239,25/06/2022 04:37,S1045,C00209,P2120,Call Center,Transferencia,2x1,4,199.5,0.0,798.0,103.74,694.26,113.2,0,,
2022-000240,20/12/2022 22:11,S1001,C00431,P2067,Web,Tarjeta,Sin Promo,2,582.45,0.0,1164.9,151.44,1013.46,420.88,0,,
2022-000241,21/07/2022 10:21,S1042,C00756,P2015,Web,Efectivo,2x1,6,173.77,0.0,1042.62,135.54,907.08,122.14,1,,
2022-000242,19/03/2022 04:40,S1034,C00642,P2084,Call Center,Efectivo,Promo 10%,2,10.35,0.05,20.7,3.1,17.6,8.31,0,,
2022-000243,01/08/2022 18:25,S1001,C00299,P2084,Call Center,Financiamiento,Promo 15%,2,10.89,0.0,21.78,2.83,18.95,8.31,1,,
2022-000244,02/09/2022 01:01,S1005,C00280,P2124,Tienda,Efectivo,Black Friday,4,451.91,0.05,1807.64,234.99,1572.65,351.18,0,,
2022-000245,27/01/2022 08:40,S1006,C00007,P2132,Marketplace,Billetera Digital,Promo 15%,1,321.61,0.0,321.61,41.81,279.8,220.13,0,,
2022-000246,16/11/2022 18:19,S1044,C00073,P2026,Marketplace,Tarjeta,Cyber Week,3,459.92,0.0,1379.76,179.37,1200.39,230.43,0,,
2022-000247,24/11/2022 17:13,S1024,C00496,P2001,Tienda,Efectivo,2x1,3,95.82,0.0,287.46,43.12,244.34,59.67,0,,
2022-000248,10/01/2022 23:35,S1009,C00583,P2110,Marketplace,Billetera Digital,Promo 10%,4,395.88,0.05,1583.52,205.86,1377.66,314.95,0,,
2022-000249,21/08/2022 15:18,S1036,C00779,P2053,Tienda,Financiamiento,Promo 10%,1,841.05,0.1,841.05,126.16,714.89,436.17,0,,
2022-000250,21/01/2022 08:55,S1012,C00729,P2131,Marketplace,Financiamiento,Promo 15%,3,196.93,0.0,590.79,70.89,519.9,119.6,0,,
2022-000251,06/02/2022 10:17,S1031,C00302,P2077,Marketplace,Billetera Digital,2x1,2,794.69,0.0,1589.38,238.41,1350.97,400.81,1,,
2022-000252,28/10/2022 07:36,S1010,C00284,P2146,Call Center,Billetera Digital,Black Friday,1,311.26,0.0,311.26,37.35,273.91,242.22,1,,
2022-000253,23/05/2022 21:46,S1013,C00419,P2064,Call Center,Tarjeta,Black Friday,3,91.31,0.0,273.93,32.87,241.06,57.47,1,,
2022-000254,14/11/2022 11:28,S1043,C00143,P2043,Marketplace,Billetera Digital,Cyber Week,3,313.61,0.0,940.83,122.31,818.52,244.5,1,,
2022-000255,17/04/2022 05:12,S1014,C00478,P2142,Call Center,Transferencia,Promo 10%,3,395.11,0.2,1185.33,142.24,1043.09,331.65,0,,
2022-000256,09/03/2022 08:05,S1012,C00225,P2086,Call Center,Tarjeta,Promo 10%,5,109.2,0.0,546.0,65.52,480.48,70.05,0,,
2022-000257,22/03/2022 19:57,S1013,C00702,P2125,Tienda,Tarjeta,Promo 15%,2,310.19,0.1,620.38,74.45,545.93,235.01,0,,
2022-000258,28/05/2022 20:28,S1018,C00524,P2001,Marketplace,Tarjeta,Sin Promo,5,95.82,0.0,479.1,57.49,421.61,59.67,1,,
2022-000259,07/02/2022 06:38,S1036,C00478,P2012,Web,Efectivo,Promo 10%,2,748.91,0.05,1497.82,224.67,1273.15,363.05,0,Revisar,
2022-000260,29/09/2022 11:04,S1028,C00236,P2020,Web,Efectivo,Promo 15%,5,49.36,0.0,246.8,37.02,209.78,32.33,0,,
2022-000261,25/08/2022 18:21,S1025,C00236,P2084,Web,Efectivo,Promo 10%,2,10.89,0.0,21.78,3.27,18.51,8.31,0,,
2022-000262,27/09/2022 23:24,S1017,C00145,P2075,Tienda,Transferencia,Cyber Week,2,551.05,0.05,1102.1,132.25,969.85,301.87,0,,
2022-000263,29/05/2022 02:27,S1024,C00554,P2051,Call Center,Tarjeta,Cyber Week,1,855.46,0.0,855.46,128.32,727.14,394.02,0,,
2022-000264,24/12/2022 09:17,S1028,C00717,P2129,Call Center,Transferencia,2x1,2,504.95,0.0,1009.9,151.48,858.42,401.84,1,,
2022-000265,22/10/2022 21:49,S1043,C00055,P2073,Marketplace,Financiamiento,Sin Promo,2,131.65,0.2,263.3,34.23,229.07,131.1,1,,
2022-000266,16/06/2022 18:45,S1040,C00411,P2079,Marketplace,Billetera Digital,2x1,2,237.11,0.05,474.22,61.65,412.57,156.92,0,,
2022-000267,14/12/2022 19:43,S1036,C00152,P2087,Call Center,Efectivo,Promo 10%,1,323.78,0.0,323.78,48.57,275.21,166.63,0,,
2022-000268,03/03/2022 01:50,S1016,C00012,P2010,Web,Financiamiento,Sin Promo,3,404.09,0.0,1212.27,145.47,1066.8,210.17,0,,
2022-000269,25/07/2022 04:49,S1008,C00364,P2106,Marketplace,Transferencia,Promo 15%,1,438.35,0.05,438.35,56.99,381.36,310.34,1,,
2022-000270,19/08/2022 18:26,S1017,C00281,P2068,Marketplace,Financiamiento,Cyber Week,1,246.4,0.0,246.4,29.57,216.83,122.46,0,,
2022-000271,24/07/2022 11:44,S1014,C00753,P2136,Marketplace,Financiamiento,Promo 15%,1,123.84,0.2,123.84,14.86,108.98,99.42,0,,
2022-000272,30/03/2022 09:16,S1026,C00117,P2102,Tienda,Tarjeta,Sin Promo,2,500.87,0.0,1001.74,150.26,851.48,270.07,0,,
2022-000273,26/09/2022 16:15,S1039,C00594,P2009,Call Center,Billetera Digital,Promo 10%,1,418.41,0.2,418.41,54.39,364.02,287.2,0,,
2022-000274,16/12/2022 02:05,S1043,C00566,P2008,Call Center,Transferencia,Promo 15%,1,830.52,0.05,830.52,107.97,722.55,421.75,0,,
2022-000275,24/02/2022 05:36,S1002,C00032,P2043,Marketplace,Transferencia,Sin Promo,1,313.61,0.0,313.61,40.77,272.84,244.5,0,,
2022-000276,29/10/2022 22:16,S1004,C00721,P2091,Tienda,Efectivo,Promo 10%,2,541.5,0.0,1083.0,140.79,942.21,397.11,0,,
2022-000277,28/09/2022 14:48,S1003,C00108,P2063,Tienda,Billetera Digital,Promo 10%,4,66.89,0.05,267.56,34.78,232.78,34.56,0,,
2022-000278,29/08/2022 01:31,S1009,C00033,P2100,Tienda,Efectivo,2x1,3,543.37,0.05,1630.11,211.91,1418.2,422.9,0,,
2022-000279,24/01/2022 22:39,S1011,C00683,P2018,Web,Efectivo,Black Friday,1,391.86,0.0,391.86,47.02,344.84,224.11,1,,
2022-000280,30/07/2022 02:12,S1007,C00158,P2133,Marketplace,Tarjeta,Black Friday,1,42.07,0.2,42.07,5.47,36.6,38.56,0,,
2022-000281,01/10/2022 08:07,S1036,C00288,P2121,Marketplace,Tarjeta,Promo 10%,1,376.0,0.1,376.0,56.4,319.6,207.12,0,,
2022-000282,09/12/2022 21:03,S1005,C00711,P2049,Call Center,Tarjeta,Black Friday,1,126.62,0.2,126.62,16.46,110.16,89.45,0,,
2022-000283,02/11/2022 17:39,S1030,C00725,P2159,Call Center,Efectivo,Promo 15%,4,512.7,0.2,2050.8,307.62,1743.18,434.27,0,,
2022-000284,20/03/2022 20:12,S1008,C00567,P2120,Marketplace,Financiamiento,Black Friday,1,199.5,0.0,199.5,25.94,173.56,113.2,0,,
2022-000285,27/09/2022 00:28,S1003,C00626,P2026,Call Center,Efectivo,Promo 15%,1,459.92,0.0,459.92,59.79,400.13,230.43,0,,
2022-000286,20/12/2022 17:55,S1028,C00639,P2053,Tienda,Billetera Digital,Promo 15%,1,841.05,0.1,841.05,126.16,714.89,436.17,0,,
2022-000287,24/11/2022 23:16,S1029,C00302,P2147,Marketplace,Tarjeta,Promo 15%,5,493.36,0.1,2466.8,370.02,2096.78,299.7,0,,
2022-000288,18/11/2022 19:58,S1020,C00154,P2085,Call Center,Tarjeta,Promo 10%,1,26.37,0.15,26.37,3.96,22.41,20.07,1,,
2022-000289,12/11/2022 09:08,S1012,C00251,P2023,Tienda,Efectivo,Sin Promo,1,450.29,0.15,450.29,54.03,396.26,346.8,0,,
2022-000290,29/09/2022 21:51,S1037,C00341,P2119,Marketplace,Billetera Digital,Promo 15%,5,763.08,0.0,3815.4,496.0,3319.4,363.73,0,,
2022-000291,09/01/2022 17:03,S1016,C00046,P2104,Web,Tarjeta,Promo 10%,1,702.23,0.0,702.23,84.27,617.96,405.18,0,,
2022-000292,16/10/2022 16:01,S1021,C00696,P2160,Marketplace,Billetera Digital,2x1,2,771.61,0.05,1543.22,231.48,1311.74,418.28,0,,
2022-000293,05/07/2022 22:11,S1028,C00141,P2063,Marketplace,Tarjeta,Black Friday,1,70.41,0.0,70.41,10.56,59.85,34.56,0,,
2022-000294,17/05/2022 19:01,S1019,C00269,P2116,Tienda,Billetera Digital,Black Friday,3,743.9,0.0,2231.7,334.75,1896.95,358.01,1,,
2022-000295,08/03/2022 22:04,S1024,C00259,P2064,Call Center,Billetera Digital,Promo 15%,1,77.61,0.15,77.61,11.64,65.97,57.47,0,,
2022-000296,20/10/2022 15:18,S1027,C00111,P2121,Web,Efectivo,2x1,1,355.11,0.15,355.11,53.27,301.84,207.12,0,,
2022-000297,26/11/2022 13:07,S1043,C00285,P2063,Marketplace,Efectivo,2x1,3,66.89,0.05,200.67,26.09,174.58,34.56,0,,
2022-000298,04/09/2022 10:39,S1016,C00447,P2036,Tienda,Financiamiento,Promo 10%,4,288.63,0.0,1154.52,138.54,1015.98,143.03,1,,
2022-000299,02/01/2022 13:58,S1012,C00203,P2017,Web,Tarjeta,Promo 15%,1,224.24,0.2,224.24,26.91,197.33,182.13,0,Revisar,
2022-000300,29/09/2022 03:17,S1037,C00730,P2093,Web,Transferencia,Promo 10%,2,133.16,0.1,266.32,34.62,231.7,75.0,0,,
2022-000301,05/07/2022 12:22,S1013,C00608,P2077,Tienda,Financiamiento,Promo 10%,2,754.96,0.05,1509.92,181.19,1328.73,400.81,0,,
2022-000302,10/03/2022 16:45,S1032,C00101,P2076,Call Center,Tarjeta,2x1,3,97.52,0.0,292.56,43.88,248.68,50.2,0,,
2022-000303,15/09/2022 21:05,S1043,C00098,P2120,Web,Efectivo,2x1,1,199.5,0.0,199.5,25.94,173.56,113.2,1,,
2022-000304,21/10/2022 02:03,S1041,C00109,P2111,Call Center,Transferencia,Promo 15%,1,233.7,0.2,233.7,30.38,203.32,191.52,1,,
2022-000305,05/10/2022 22:51,S1030,C00284,P2050,Marketplace,Financiamiento,2x1,2,273.95,0.0,547.9,82.18,465.72,192.16,0,,
2022-000306,15/06/2022 09:26,S1007,C00549,P2095,Call Center,Financiamiento,2x1,1,583.94,0.2,583.94,75.91,508.03,368.2,0,,
2022-000307,10/06/2022 07:22,S1045,C00697,P2022,Tienda,Financiamiento,Cyber Week,2,449.93,0.0,899.86,116.98,782.88,325.44,0,Revisar,
2022-000308,25/08/2022 18:43,S1022,C00427,P2064,Tienda,Transferencia,2x1,1,82.18,0.1,82.18,12.33,69.85,57.47,0,,
2022-000309,30/01/2022 20:18,S1035,C00329,P2155,Call Center,Efectivo,2x1,2,157.33,0.0,314.66,47.2,267.46,71.96,0,,
2022-000310,18/04/2022 18:24,S1006,C00091,P2118,Call Center,Financiamiento,Promo 10%,1,58.64,0.1,58.64,7.62,51.02,45.65,0,,
2022-000311,12/01/2022 05:39,S1039,C00354,P2160,Call Center,Financiamiento,Sin Promo,5,690.39,0.15,3451.95,448.75,3003.2,418.28,0,,
2022-000312,02/05/2022 21:36,S1025,C00386,P2009,Web,Tarjeta,Cyber Week,1,523.01,0.0,523.01,78.45,444.56,287.2,1,,
2022-000313,05/11/2022 01:00,S1040,C00125,P2150,Tienda,Billetera Digital,Black Friday,2,234.07,0.0,468.14,60.86,407.28,154.53,0,,
2022-000314,21/03/2022 20:38,S1010,C00377,P2099,Call Center,Tarjeta,Black Friday,2,265.11,0.1,530.22,63.63,466.59,231.19,0,,
2022-000315,14/01/2022 23:37,S1034,C00780,P2001,Call Center,Financiamiento,Cyber Week,3,95.82,0.0,287.46,43.12,244.34,59.67,0,,
2022-000316,19/01/2022 04:18,S1028,C00443,P2023,Web,Efectivo,2x1,1,476.78,0.1,476.78,71.52,405.26,346.8,0,,
2022-000317,29/10/2022 20:12,S1010,C00655,P2063,Web,Efectivo,Promo 15%,1,63.37,0.1,63.37,7.6,55.77,34.56,1,,
2022-000318,19/09/2022 15:53,S1006,C00672,P2097,Call Center,Tarjeta,Promo 10%,2,469.02,0.1,938.04,121.95,816.09,298.37,1,,
2022-000319,11/06/2022 01:36,S1040,C00341,P2082,Call Center,Billetera Digital,Black Friday,2,281.42,0.0,562.84,73.17,489.67,152.77,0,,
2022-000320,23/09/2022 08:12,S1012,C00392,P2089,Marketplace,Transferencia,Cyber Week,6,736.54,0.0,4419.24,530.31,3888.93,351.93,0,Revisar,
2022-000321,07/01/2022 17:43,S1037,C00430,P2147,Tienda,Efectivo,Cyber Week,2,465.95,0.15,931.9,121.15,810.75,299.7,0,Revisar,
2022-000322,21/02/2022 11:45,S1045,C00183,P2106,Tienda,Transferencia,2x1,1,392.21,0.15,392.21,50.99,341.22,310.34,1,,
2022-000323,17/01/2022 13:00,S1003,C00155,P2086,Call Center,Billetera Digital,Black Friday,1,109.2,0.0,109.2,14.2,95.0,70.05,1,,
2022-000324,24/04/2022 18:48,S1003,C00215,P2033,Marketplace,Transferencia,Sin Promo,1,64.29,0.2,64.29,8.36,55.93,61.26,0,,
2022-000325,08/07/2022 18:32,S1019,C00472,P2035,Tienda,Transferencia,Sin Promo,2,906.6,0.0,1813.2,271.98,1541.22,418.3,0,,
2022-000326,05/09/2022 01:52,S1013,C00221,P2067,Tienda,Efectivo,Promo 10%,2,495.08,0.15,990.16,118.82,871.34,420.88,1,,
2022-000327,15/06/2022 01:47,S1034,C00091,P2036,Call Center,Tarjeta,Promo 15%,1,259.77,0.1,259.77,38.97,220.8,143.03,1,,
2022-000328,21/07/2022 19:26,S1040,C00502,P2013,Tienda,Billetera Digital,Cyber Week,2,170.17,0.15,340.34,44.24,296.1,98.1,0,,
2022-000329,19/08/2022 22:29,S1025,C00250,P2029,Web,Efectivo,Cyber Week,2,491.5,0.0,983.0,147.45,835.55,271.13,0,,
2022-000330,18/11/2022 09:43,S1014,C00603,P2124,Marketplace,Transferencia,2x1,1,428.12,0.1,428.12,51.37,376.75,351.18,0,,
2022-000331,22/10/2022 10:41,S1007,C00032,P2012,Web,Financiamiento,Cyber Week,1,630.66,0.2,630.66,81.99,548.67,363.05,0,,
2022-000332,02/06/2022 00:47,S1013,C00104,P2149,Web,Billetera Digital,Promo 15%,1,224.81,0.0,224.81,26.98,197.83,173.08,0,,
2022-000333,22/04/2022 18:09,S1027,C00797,P2092,Tienda,Transferencia,Black Friday,2,802.49,0.0,1604.98,240.75,1364.23,416.32,0,,
2022-000334,07/07/2022 16:29,S1039,C00683,P2001,Web,Financiamiento,Promo 10%,3,95.82,0.0,287.46,37.37,250.09,59.67,0,,
2022-000335,18/09/2022 14:19,S1031,C00667,P2025,Web,Tarjeta,Promo 10%,5,531.42,0.2,2657.1,398.56,2258.54,394.63,0,,
2022-000336,15/02/2022 12:04,S1003,C00159,P2147,Marketplace,Efectivo,Promo 10%,2,465.95,0.15,931.9,121.15,810.75,299.7,0,,
2022-000337,31/03/2022 10:55,S1024,C00737,P2101,Marketplace,Tarjeta,Black Friday,1,269.22,0.2,269.22,40.38,228.84,262.94,0,,
2022-000338,17/11/2022 09:15,S1001,C00444,P2094,Call Center,Financiamiento,Sin Promo,2,630.71,0.1,1261.42,163.98,1097.44,392.99,0,,
2022-000339,17/04/2022 10:55,S1025,C00096,P2141,Call Center,Transferencia,2x1,1,790.87,0.05,790.87,118.63,672.24,384.64,0,,
2022-000340,04/03/2022 12:34,S1020,C00235,P2049,Marketplace,Billetera Digital,Promo 15%,3,142.44,0.1,427.32,64.1,363.22,89.45,1,,
2022-000341,12/02/2022 22:49,S1009,C00494,P2095,Tienda,Financiamiento,Sin Promo,2,620.44,0.15,1240.88,161.31,1079.57,368.2,0,,
2022-000342,02/01/2022 12:15,S1023,C00489,P2130,Web,Tarjeta,Black Friday,1,701.29,0.0,701.29,105.19,596.1,404.15,1,,
2022-000343,18/02/2022 14:43,S1021,C00037,P2022,Marketplace,Tarjeta,Promo 10%,2,449.93,0.0,899.86,134.98,764.88,325.44,0,,
2022-000344,21/05/2022 17:27,S1045,C00115,P2099,Marketplace,Billetera Digital,Promo 10%,1,294.57,0.0,294.57,38.29,256.28,231.19,1,,
2022-000345,07/09/2022 16:22,S1030,C00508,P2147,Web,Billetera Digital,Cyber Week,1,465.95,0.15,465.95,69.89,396.06,299.7,0,,
2022-000346,02/10/2022 14:44,S1032,C00115,P2118,Web,Efectivo,Sin Promo,1,55.38,0.15,55.38,8.31,47.07,45.65,0,,
2022-000347,06/08/2022 23:05,S1045,C00078,P2098,Tienda,Billetera Digital,Cyber Week,1,548.32,0.15,548.32,71.28,477.04,389.5,1,,
2022-000348,27/10/2022 13:59,S1001,C00196,P2085,Tienda,Billetera Digital,Promo 10%,3,31.02,0.0,93.06,12.1,80.96,20.07,0,,
2022-000349,13/07/2022 16:28,S1010,C00571,P2036,Call Center,Financiamiento,2x1,2,259.77,0.1,519.54,62.34,457.2,143.03,0,,
2022-000350,09/02/2022 00:03,S1017,C00729,P2114,Call Center,Efectivo,Promo 15%,1,554.0,0.0,554.0,66.48,487.52,274.57,0,,
2022-000351,17/01/2022 04:53,S1004,C00418,P2059,Web,Efectivo,Cyber Week,3,104.57,0.2,313.71,40.78,272.93,101.09,1,,
2022-000352,23/04/2022 09:46,S1040,C00467,P2032,Tienda,Tarjeta,Promo 10%,2,419.91,0.1,839.82,109.18,730.64,330.43,1,,
2022-000353,13/08/2022 15:24,S1015,C00659,P2125,Call Center,Transferencia,Black Friday,2,327.42,0.05,654.84,78.58,576.26,235.01,1,,
2022-000354,09/01/2022 03:24,S1014,C00450,P2053,Tienda,Transferencia,Promo 10%,2,887.77,0.05,1775.54,213.06,1562.48,436.17,1,,
2022-000355,05/06/2022 10:03,S1027,C00324,P2036,Marketplace,Transferencia,Sin Promo,3,288.63,0.0,865.89,129.88,736.01,143.03,0,,
