REPORTE,TRANSACTIONID,DATE,STOREID,CUSTOMERID,PRODUCTID,CHANNEL,PAYMENTMETHOD,PROMOTION,QUANTITY,UNITPRICE,DISCOUNTPCT,GROSSSALES,TAXAMOUNT,NETSALES,UNITCOST,RETURNFLAG
RETAILMAX S.A. - VENTAS 2021,2021-000139,2021-12-19 11:49:44,S1045,C00417,P2135,Call Center,Financiamiento,Sin Promo,4,152.93,0.0,611.72,79.52,532.2,71.27,0
RETAILMAX S.A. - VENTAS 2021,2021-000140,2021-07-14 11:23:32,S1039,C00261,P2091,Tienda,Billetera Digital,Sin Promo,1,460.27,0.15,460.27,59.84,400.43,397.11,0
RETAILMAX S.A. - VENTAS 2021,2021-000141,2021-08-22 01:32:39,S1043,C00432,P2085,Call Center,Tarjeta,Black Friday,4,31.02,0.0,124.08,16.13,107.95,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-000142,2021-09-22 22:57:40,S1020,C00588,P2063,Marketplace,Financiamiento,2x1,5,70.41,0.0,352.05,52.81,299.24,34.56,0
RETAILMAX S.A. - VENTAS 2021,2021-000143,2021-05-27 16:47:49,S1004,C00035,P2101,Tienda,Billetera Digital,Promo 10%,1,336.53,0.0,336.53,43.75,292.78,262.94,0
RETAILMAX S.A. - VENTAS 2021,2021-000144,2021-11-27 16:26:44,S1021,C00090,P2080,Tienda,Efectivo,Black Friday,1,271.61,0.1,271.61,40.74,230.87,221.89,1
RETAILMAX S.A. - VENTAS 2021,2021-000145,2021-10-07 04:55:34,S1003,C00252,P2127,Call Center,Tarjeta,Promo 10%,1,732.66,0.0,732.66,95.25,637.41,361.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000146,2021-10-30 07:21:07,S1018,C00696,P2139,Marketplace,Transferencia,Cyber Week,4,20.28,0.0,81.12,9.73,71.39,12.71,1
RETAILMAX S.A. - VENTAS 2021,2021-000147,2021-12-31 05:58:15,S1031,C00411,P2061,Tienda,Tarjeta,Cyber Week,3,42.68,0.0,128.04,19.21,108.83,26.36,0
RETAILMAX S.A. - VENTAS 2021,2021-000148,2021-11-21 13:12:51,S1026,C00412,P2108,Call Center,Billetera Digital,Black Friday,1,240.87,0.15,240.87,36.13,204.74,144.01,0
RETAILMAX S.A. - VENTAS 2021,2021-000149,2021-07-13 20:02:14,S1044,C00308,P2116,Web,Transferencia,Black Friday,1,595.12,0.2,595.12,77.37,517.75,358.01,1
RETAILMAX S.A. - VENTAS 2021,2021-000150,2021-03-18 05:54:09,S1014,C00378,P2104,Tienda,Financiamiento,Promo 15%,4,702.23,0.0,2808.92,337.07,2471.85,405.18,0
RETAILMAX S.A. - VENTAS 2021,2021-000151,2021-08-17 10:30:51,S1045,C00257,P2060,Web,Efectivo,Sin Promo,2,383.25,0.0,766.5,99.65,666.85,245.82,0
RETAILMAX S.A. - VENTAS 2021,2021-000152,2021-05-10 00:26:40,S1023,C00308,P2012,Call Center,Billetera Digital,Sin Promo,2,630.66,0.2,1261.32,189.2,1072.12,363.05,0
RETAILMAX S.A. - VENTAS 2021,2021-000153,2021-09-10 08:39:39,S1035,C00626,P2146,Call Center,Financiamiento,2x1,1,264.57,0.15,264.57,39.69,224.88,242.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000154,2021-02-10 21:53:22,S1031,C00345,P2077,Marketplace,Billetera Digital,Cyber Week,2,794.69,0.0,1589.38,238.41,1350.97,400.81,0
RETAILMAX S.A. - VENTAS 2021,2021-000155,2021-04-17 01:46:51,S1025,C00205,P2012,Marketplace,Tarjeta,Promo 10%,1,788.33,0.0,788.33,118.25,670.08,363.05,0
RETAILMAX S.A. - VENTAS 2021,2021-000156,2021-12-08 21:02:51,S1041,C00633,P2078,Marketplace,Tarjeta,Sin Promo,3,165.66,0.0,496.98,64.61,432.37,125.47,0
RETAILMAX S.A. - VENTAS 2021,2021-000157,2021-08-02 06:29:23,S1022,C00153,P2134,Web,Financiamiento,Cyber Week,1,241.56,0.0,241.56,36.23,205.33,153.79,0
RETAILMAX S.A. - VENTAS 2021,2021-000158,2021-07-04 01:18:17,S1031,C00015,P2024,Marketplace,Transferencia,2x1,1,316.27,0.0,316.27,47.44,268.83,197.91,0
RETAILMAX S.A. - VENTAS 2021,2021-000159,2021-08-07 20:02:31,S1045,C00554,P2127,Web,Tarjeta,Cyber Week,1,696.03,0.05,696.03,90.48,605.55,361.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000160,2021-06-18 19:11:21,S1038,C00593,P2071,Web,Billetera Digital,Sin Promo,1,483.57,0.0,483.57,62.86,420.71,243.78,0
RETAILMAX S.A. - VENTAS 2021,2021-000161,2021-10-20 22:54:01,S1007,C00587,P2138,Call Center,Billetera Digital,Cyber Week,2,720.1,0.0,1440.2,187.23,1252.97,375.47,0
RETAILMAX S.A. - VENTAS 2021,2021-000162,2021-08-07 22:10:02,S1007,C00176,P2109,Marketplace,Efectivo,Black Friday,3,208.28,0.0,624.84,81.23,543.61,141.94,0
RETAILMAX S.A. - VENTAS 2021,2021-000163,2021-09-12 18:55:18,S1026,C00426,P2148,Call Center,Efectivo,Black Friday,3,641.07,0.05,1923.21,288.48,1634.73,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-000164,2021-12-29 10:34:34,S1038,C00358,P2098,Tienda,Tarjeta,2x1,5,645.08,0.0,3225.4,419.3,2806.1,389.5,1
RETAILMAX S.A. - VENTAS 2021,2021-000165,2021-03-02 07:32:55,S1031,C00181,P2073,Call Center,Tarjeta,Promo 15%,3,156.33,0.05,468.99,70.35,398.64,131.1,0
RETAILMAX S.A. - VENTAS 2021,2021-000166,2021-10-14 23:12:38,S1017,C00126,P2141,Web,Transferencia,Promo 15%,1,707.62,0.15,707.62,84.91,622.71,384.64,0
RETAILMAX S.A. - VENTAS 2021,2021-000167,2021-06-07 10:55:58,S1009,C00675,P2118,Tienda,Tarjeta,Cyber Week,2,65.15,0.0,130.3,16.94,113.36,45.65,0
RETAILMAX S.A. - VENTAS 2021,2021-000168,2021-06-24 14:25:10,S1020,C00788,P2084,Tienda,Efectivo,Promo 10%,3,9.8,0.1,29.4,4.41,24.99,8.31,0
RETAILMAX S.A. - VENTAS 2021,2021-000169,2021-06-23 17:26:37,S1006,C00719,P2057,Tienda,Efectivo,2x1,4,335.84,0.2,1343.36,174.64,1168.72,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-000170,2021-11-18 16:46:14,S1036,C00532,P2138,Marketplace,Financiamiento,2x1,4,648.09,0.1,2592.36,388.85,2203.51,375.47,1
RETAILMAX S.A. - VENTAS 2021,2021-000171,2021-01-29 18:58:18,S1037,C00016,P2085,Marketplace,Billetera Digital,Black Friday,1,26.37,0.15,26.37,3.43,22.94,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-000172,2021-04-17 21:01:20,S1026,C00256,P2049,Marketplace,Tarjeta,Promo 10%,2,126.62,0.2,253.24,37.99,215.25,89.45,0
RETAILMAX S.A. - VENTAS 2021,2021-000173,2021-01-16 12:20:53,S1029,C00398,P2032,Web,Billetera Digital,Black Friday,6,396.58,0.15,2379.48,356.92,2022.56,330.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000174,2021-04-06 21:40:12,S1026,C00697,P2085,Marketplace,Transferencia,Cyber Week,1,24.82,0.2,24.82,3.72,21.1,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-000175,2021-05-20 15:04:06,S1026,C00696,P2031,Marketplace,Financiamiento,Promo 15%,1,203.6,0.0,203.6,30.54,173.06,111.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000176,2021-09-26 11:00:25,S1004,C00196,P2030,Tienda,Efectivo,Sin Promo,1,541.44,0.0,541.44,70.39,471.05,418.38,0
RETAILMAX S.A. - VENTAS 2021,2021-000177,2021-09-17 00:54:28,S1013,C00643,P2078,Web,Efectivo,Promo 15%,3,149.09,0.1,447.27,53.67,393.6,125.47,0
RETAILMAX S.A. - VENTAS 2021,2021-000178,2021-09-26 11:17:59,S1013,C00013,P2085,Tienda,Billetera Digital,Cyber Week,3,31.02,0.0,93.06,11.17,81.89,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-000179,2021-04-16 01:19:51,S1009,C00558,P2063,Tienda,Tarjeta,Promo 15%,2,59.85,0.15,119.7,15.56,104.14,34.56,0
RETAILMAX S.A. - VENTAS 2021,2021-000180,2021-12-18 21:38:14,S1027,C00305,P2072,Call Center,Tarjeta,Sin Promo,4,604.62,0.0,2418.48,362.77,2055.71,420.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000181,2021-12-04 11:22:37,S1038,C00713,P2005,Marketplace,Efectivo,Promo 15%,1,436.74,0.2,436.74,56.78,379.96,390.45,0
RETAILMAX S.A. - VENTAS 2021,2021-000182,2021-04-09 10:26:00,S1005,C00281,P2057,Call Center,Tarjeta,Promo 15%,1,419.8,0.0,419.8,54.57,365.23,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-000183,2021-03-22 09:57:46,S1012,C00490,P2137,Tienda,Efectivo,Black Friday,1,385.87,0.1,385.87,46.3,339.57,246.0,0
RETAILMAX S.A. - VENTAS 2021,2021-000184,2021-10-09 11:35:44,S1026,C00747,P2034,Marketplace,Billetera Digital,Promo 10%,1,223.51,0.15,223.51,33.53,189.98,122.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000185,2021-02-06 11:20:12,S1026,C00565,P2037,Call Center,Tarjeta,Promo 10%,2,623.8,0.0,1247.6,187.14,1060.46,405.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000186,2021-08-30 01:50:13,S1022,C00751,P2009,Tienda,Financiamiento,2x1,1,523.01,0.0,523.01,78.45,444.56,287.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000187,2021-12-27 21:42:14,S1025,C00585,P2082,Call Center,Billetera Digital,Promo 15%,4,239.21,0.15,956.84,143.53,813.31,152.77,0
RETAILMAX S.A. - VENTAS 2021,2021-000188,2021-06-20 07:12:51,S1016,C00382,P2067,Tienda,Financiamiento,Black Friday,3,495.08,0.15,1485.24,178.23,1307.01,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-000189,2021-02-17 17:02:57,S1040,C00632,P2001,Call Center,Financiamiento,Promo 10%,1,95.82,0.0,95.82,12.46,83.36,59.67,0
RETAILMAX S.A. - VENTAS 2021,2021-000190,2021-03-15 22:27:43,S1019,C00141,P2069,Call Center,Efectivo,Cyber Week,1,191.55,0.0,191.55,28.73,162.82,145.02,1
RETAILMAX S.A. - VENTAS 2021,2021-000191,2021-06-19 11:49:27,S1031,C00075,P2118,Tienda,Financiamiento,Sin Promo,2,65.15,0.0,130.3,19.55,110.75,45.65,0
RETAILMAX S.A. - VENTAS 2021,2021-000192,2021-09-03 16:47:35,S1014,C00284,P2017,Marketplace,Billetera Digital,Black Friday,3,280.3,0.0,840.9,100.91,739.99,182.13,0
RETAILMAX S.A. - VENTAS 2021,2021-000193,2021-09-18 03:44:51,S1009,C00129,P2007,Tienda,Transferencia,Black Friday,1,180.23,0.15,180.23,23.43,156.8,162.45,1
RETAILMAX S.A. - VENTAS 2021,2021-000194,2021-02-06 10:59:59,S1020,C00179,P2150,Call Center,Efectivo,Black Friday,2,222.37,0.05,444.74,66.71,378.03,154.53,0
RETAILMAX S.A. - VENTAS 2021,2021-000195,2021-10-08 05:47:23,S1010,C00729,P2095,Tienda,Transferencia,Promo 10%,5,693.43,0.05,3467.15,416.06,3051.09,368.2,1
RETAILMAX S.A. - VENTAS 2021,2021-000196,2021-10-30 15:41:51,S1044,C00411,P2159,Marketplace,Billetera Digital,Cyber Week,3,608.84,0.05,1826.52,237.45,1589.07,434.27,0
RETAILMAX S.A. - VENTAS 2021,2021-000197,2021-03-30 02:50:09,S1038,C00272,P2030,Call Center,Tarjeta,Black Friday,3,460.22,0.15,1380.66,179.49,1201.17,418.38,0
RETAILMAX S.A. - VENTAS 2021,2021-000198,2021-08-26 11:50:47,S1010,C00223,P2119,Call Center,Efectivo,Promo 15%,2,610.46,0.2,1220.92,146.51,1074.41,363.73,0
RETAILMAX S.A. - VENTAS 2021,2021-000199,2021-02-05 21:46:55,S1024,C00620,P2139,Call Center,Transferencia,2x1,1,16.22,0.2,16.22,2.43,13.79,12.71,1
RETAILMAX S.A. - VENTAS 2021,2021-000200,2021-12-05 02:14:18,S1012,C00528,P2036,Web,Billetera Digital,Cyber Week,1,230.9,0.2,230.9,27.71,203.19,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-000201,2021-03-17 05:25:58,S1020,C00341,P2039,Call Center,Billetera Digital,Black Friday,2,477.0,0.0,954.0,143.1,810.9,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-000202,2021-04-11 07:29:16,S1012,C00159,P2069,Marketplace,Billetera Digital,Cyber Week,2,191.55,0.0,383.1,45.97,337.13,145.02,0
RETAILMAX S.A. - VENTAS 2021,2021-000203,2021-08-11 12:32:03,S1004,C00404,P2035,Tienda,Billetera Digital,Black Friday,6,815.94,0.1,4895.64,636.43,4259.21,418.3,0
RETAILMAX S.A. - VENTAS 2021,2021-000204,2021-03-07 10:42:39,S1014,C00651,P2148,Tienda,Tarjeta,Cyber Week,1,607.33,0.1,607.33,72.88,534.45,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-000205,2021-07-03 03:59:38,S1032,C00273,P2158,Tienda,Efectivo,2x1,4,433.91,0.2,1735.64,260.35,1475.29,274.83,1
RETAILMAX S.A. - VENTAS 2021,2021-000206,2021-10-30 14:21:17,S1033,C00209,P2085,Call Center,Financiamiento,2x1,2,26.37,0.15,52.74,7.91,44.83,20.07,0
RETAILMAX S.A. - VENTAS 2021,2021-000207,2021-10-07 07:41:24,S1003,C00473,P2159,Web,Efectivo,Black Friday,2,608.84,0.05,1217.68,158.3,1059.38,434.27,0
RETAILMAX S.A. - VENTAS 2021,2021-000208,2021-07-04 15:11:27,S1016,C00746,P2081,Web,Efectivo,Sin Promo,1,319.45,0.2,319.45,38.33,281.12,192.91,0
RETAILMAX S.A. - VENTAS 2021,2021-000209,2021-11-28 00:34:18,S1018,C00198,P2096,Call Center,Efectivo,Sin Promo,1,604.2,0.05,604.2,72.5,531.7,369.96,0
RETAILMAX S.A. - VENTAS 2021,2021-000210,2021-11-25 15:08:27,S1018,C00060,P2058,Call Center,Billetera Digital,Promo 10%,4,372.73,0.2,1490.92,178.91,1312.01,324.41,0
RETAILMAX S.A. - VENTAS 2021,2021-000211,2021-09-18 15:26:30,S1012,C00326,P2036,Call Center,Transferencia,Promo 10%,2,274.2,0.05,548.4,65.81,482.59,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-000212,2021-08-06 22:00:42,S1033,C00178,P2130,Web,Billetera Digital,Promo 15%,1,666.23,0.05,666.23,99.93,566.3,404.15,0
RETAILMAX S.A. - VENTAS 2021,2021-000213,2021-10-07 20:59:03,S1037,C00207,P2062,Call Center,Transferencia,Sin Promo,1,111.89,0.0,111.89,14.55,97.34,74.21,0
RETAILMAX S.A. - VENTAS 2021,2021-000214,2021-09-04 02:54:54,S1030,C00496,P2055,Marketplace,Financiamiento,Black Friday,1,119.65,0.15,119.65,17.95,101.7,77.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000215,2021-09-25 22:12:43,S1001,C00505,P2069,Tienda,Billetera Digital,Black Friday,1,181.97,0.05,181.97,23.66,158.31,145.02,0
RETAILMAX S.A. - VENTAS 2021,2021-000216,2021-11-10 01:55:17,S1019,C00595,P2019,Tienda,Financiamiento,2x1,4,424.14,0.1,1696.56,254.48,1442.08,283.84,0
RETAILMAX S.A. - VENTAS 2021,2021-000217,2021-08-29 20:53:50,S1030,C00226,P2151,Marketplace,Transferencia,Promo 15%,3,233.86,0.05,701.58,105.24,596.34,116.51,0
RETAILMAX S.A. - VENTAS 2021,2021-000218,2021-01-19 21:45:33,S1033,C00763,P2145,Marketplace,Tarjeta,Cyber Week,3,100.31,0.15,300.93,45.14,255.79,77.61,0
RETAILMAX S.A. - VENTAS 2021,2021-000219,2021-10-24 06:09:21,S1036,C00232,P2065,Marketplace,Billetera Digital,Sin Promo,2,347.05,0.15,694.1,104.11,589.99,269.16,0
RETAILMAX S.A. - VENTAS 2021,2021-000220,2021-09-06 03:00:14,S1017,C00372,P2117,Marketplace,Transferencia,Promo 10%,1,84.2,0.0,84.2,10.1,74.1,41.82,0
RETAILMAX S.A. - VENTAS 2021,2021-000221,2021-05-24 10:01:13,S1033,C00343,P2034,Tienda,Billetera Digital,Promo 10%,4,262.95,0.0,1051.8,157.77,894.03,122.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000222,2021-03-19 23:59:56,S1017,C00062,P2077,Web,Transferencia,Cyber Week,2,635.75,0.2,1271.5,152.58,1118.92,400.81,0
RETAILMAX S.A. - VENTAS 2021,2021-000223,2021-09-06 06:34:59,S1034,C00237,P2135,Tienda,Transferencia,Sin Promo,3,122.34,0.2,367.02,55.05,311.97,71.27,0
RETAILMAX S.A. - VENTAS 2021,2021-000224,2021-11-01 05:36:44,S1006,C00203,P2034,Call Center,Financiamiento,Promo 10%,3,210.36,0.2,631.08,82.04,549.04,122.22,1
RETAILMAX S.A. - VENTAS 2021,2021-000225,2021-08-14 23:12:48,S1021,C00668,P2118,Marketplace,Tarjeta,Cyber Week,1,58.64,0.1,58.64,8.8,49.84,45.65,0
RETAILMAX S.A. - VENTAS 2021,2021-000226,2021-03-01 01:54:44,S1012,C00696,P2097,Call Center,Transferencia,2x1,1,495.07,0.05,495.07,59.41,435.66,298.37,1
RETAILMAX S.A. - VENTAS 2021,2021-000227,2021-09-30 08:30:26,S1044,C00188,P2044,Call Center,Financiamiento,Promo 15%,1,385.97,0.15,385.97,50.18,335.79,214.81,0
RETAILMAX S.A. - VENTAS 2021,2021-000228,2021-09-29 15:49:41,S1013,C00668,P2089,Call Center,Financiamiento,Cyber Week,1,589.23,0.2,589.23,70.71,518.52,351.93,0
RETAILMAX S.A. - VENTAS 2021,2021-000229,2021-09-29 01:29:36,S1013,C00677,P2010,Marketplace,Financiamiento,Black Friday,1,363.68,0.1,363.68,43.64,320.04,210.17,1
RETAILMAX S.A. - VENTAS 2021,2021-000230,2021-05-20 12:11:44,S1016,C00795,P2132,Tienda,Transferencia,Cyber Week,1,257.29,0.2,257.29,30.87,226.42,220.13,0
RETAILMAX S.A. - VENTAS 2021,2021-000231,2021-07-20 16:47:18,S1032,C00673,P2104,Web,Billetera Digital,Promo 10%,3,596.9,0.15,1790.7,268.61,1522.09,405.18,0
RETAILMAX S.A. - VENTAS 2021,2021-000232,2021-06-22 06:33:02,S1032,C00253,P2063,Tienda,Tarjeta,Sin Promo,1,70.41,0.0,70.41,10.56,59.85,34.56,0
RETAILMAX S.A. - VENTAS 2021,2021-000233,2021-02-20 19:07:27,S1035,C00098,P2088,Marketplace,Efectivo,Cyber Week,1,543.32,0.05,543.32,81.5,461.82,308.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000234,2021-05-09 07:01:47,S1032,C00556,P2075,Tienda,Tarjeta,Black Friday,1,522.04,0.1,522.04,78.31,443.73,301.87,1
RETAILMAX S.A. - VENTAS 2021,2021-000235,2021-04-22 21:49:22,S1024,C00348,P2037,Tienda,Tarjeta,Black Friday,2,530.23,0.15,1060.46,159.07,901.39,405.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000236,2021-07-12 23:53:54,S1032,C00391,P2066,Web,Tarjeta,Cyber Week,3,446.0,0.15,1338.0,200.7,1137.3,297.19,0
RETAILMAX S.A. - VENTAS 2021,2021-000237,2021-05-10 10:43:29,S1002,C00304,P2119,Call Center,Transferencia,2x1,2,763.08,0.0,1526.16,198.4,1327.76,363.73,1
RETAILMAX S.A. - VENTAS 2021,2021-000238,2021-12-08 11:46:29,S1033,C00380,P2148,Tienda,Transferencia,Sin Promo,1,539.85,0.2,539.85,80.98,458.87,390.62,0
RETAILMAX S.A. - VENTAS 2021,2021-000239,2021-07-18 12:06:41,S1032,C00233,P2074,Marketplace,Efectivo,2x1,6,281.27,0.0,1687.62,253.14,1434.48,138.92,0
RETAILMAX S.A. - VENTAS 2021,2021-000240,2021-09-09 07:18:22,S1005,C00731,P2141,Call Center,Tarjeta,Promo 10%,2,832.49,0.0,1664.98,216.45,1448.53,384.64,0
RETAILMAX S.A. - VENTAS 2021,2021-000241,2021-08-09 07:57:04,S1040,C00584,P2011,Call Center,Transferencia,Sin Promo,2,392.72,0.0,785.44,102.11,683.33,309.34,0
RETAILMAX S.A. - VENTAS 2021,2021-000242,2021-02-07 02:33:49,S1022,C00561,P2154,Call Center,Tarjeta,2x1,2,733.21,0.0,1466.42,219.96,1246.46,427.53,0
RETAILMAX S.A. - VENTAS 2021,2021-000243,2021-12-01 23:18:50,S1038,C00424,P2071,Call Center,Transferencia,Promo 10%,1,483.57,0.0,483.57,62.86,420.71,243.78,1
RETAILMAX S.A. - VENTAS 2021,2021-000244,2021-06-18 14:14:52,S1007,C00349,P2066,Call Center,Financiamiento,2x1,2,472.24,0.1,944.48,122.78,821.7,297.19,0
RETAILMAX S.A. - VENTAS 2021,2021-000245,2021-02-05 19:39:55,S1015,C00024,P2006,Call Center,Tarjeta,Black Friday,1,381.91,0.05,381.91,45.83,336.08,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-000246,2021-07-03 12:08:24,S1019,C00572,P2042,Tienda,Tarjeta,Promo 15%,2,381.32,0.05,762.64,114.4,648.24,233.31,0
RETAILMAX S.A. - VENTAS 2021,2021-000247,2021-06-24 02:55:45,S1001,C00665,P2008,Marketplace,Efectivo,Promo 10%,3,699.38,0.2,2098.14,272.76,1825.38,421.75,0
RETAILMAX S.A. - VENTAS 2021,2021-000248,2021-01-21 13:59:13,S1028,C00407,P2107,Call Center,Tarjeta,Cyber Week,2,322.0,0.0,644.0,96.6,547.4,196.36,1
RETAILMAX S.A. - VENTAS 2021,2021-000249,2021-07-03 17:42:46,S1015,C00723,P2135,Call Center,Efectivo,Promo 10%,1,129.99,0.15,129.99,15.6,114.39,71.27,0
RETAILMAX S.A. - VENTAS 2021,2021-000250,2021-04-09 00:55:24,S1003,C00023,P2159,Web,Financiamiento,2x1,3,576.79,0.1,1730.37,224.95,1505.42,434.27,0
RETAILMAX S.A. - VENTAS 2021,2021-000251,2021-10-04 23:25:32,S1030,C00793,P2113,Call Center,Tarjeta,Sin Promo,1,267.88,0.1,267.88,40.18,227.7,139.53,0
RETAILMAX S.A. - VENTAS 2021,2021-000252,2021-01-29 12:17:45,S1011,C00242,P2044,Call Center,Tarjeta,Promo 10%,3,454.08,0.0,1362.24,163.47,1198.77,214.81,1
RETAILMAX S.A. - VENTAS 2021,2021-000253,2021-12-08 19:02:46,S1033,C00143,P2160,Web,Billetera Digital,Promo 10%,2,690.39,0.15,1380.78,207.12,1173.66,418.28,0
RETAILMAX S.A. - VENTAS 2021,2021-000254,2021-01-19 05:09:18,S1030,C00153,P2059,Call Center,Billetera Digital,Sin Promo,2,130.71,0.0,261.42,39.21,222.21,101.09,0
RETAILMAX S.A. - VENTAS 2021,2021-000255,2021-12-26 23:37:17,S1011,C00106,P2094,Tienda,Transferencia,Sin Promo,1,700.79,0.0,700.79,84.09,616.7,392.99,0
RETAILMAX S.A. - VENTAS 2021,2021-000256,2021-11-09 06:12:52,S1026,C00065,P2080,Tienda,Tarjeta,2x1,3,301.79,0.0,905.37,135.81,769.56,221.89,0
RETAILMAX S.A. - VENTAS 2021,2021-000257,2021-11-12 08:01:50,S1011,C00590,P2069,Call Center,Transferencia,Cyber Week,1,191.55,0.0,191.55,22.99,168.56,145.02,1
RETAILMAX S.A. - VENTAS 2021,2021-000258,2021-07-25 11:48:18,S1007,C00007,P2150,Web,Transferencia,Promo 10%,1,198.96,0.15,198.96,25.86,173.1,154.53,0
RETAILMAX S.A. - VENTAS 2021,2021-000259,2021-10-31 06:18:54,S1026,C00308,P2051,Marketplace,Efectivo,2x1,1,855.46,0.0,855.46,128.32,727.14,394.02,0
RETAILMAX S.A. - VENTAS 2021,2021-000260,2021-12-23 13:28:07,S1032,C00235,P2010,Web,Billetera Digital,Sin Promo,2,383.89,0.05,767.78,115.17,652.61,210.17,0
RETAILMAX S.A. - VENTAS 2021,2021-000261,2021-02-21 23:01:03,S1013,C00778,P2096,Web,Tarjeta,2x1,2,508.8,0.2,1017.6,122.11,895.49,369.96,0
RETAILMAX S.A. - VENTAS 2021,2021-000262,2021-01-04 00:15:46,S1029,C00083,P2121,Marketplace,Financiamiento,Cyber Week,1,417.78,0.0,417.78,62.67,355.11,207.12,0
RETAILMAX S.A. - VENTAS 2021,2021-000263,2021-12-21 04:37:12,S1001,C00307,P2119,Marketplace,Billetera Digital,2x1,1,648.62,0.15,648.62,84.32,564.3,363.73,0
RETAILMAX S.A. - VENTAS 2021,2021-000264,2021-05-03 06:21:18,S1037,C00477,P2113,Web,Financiamiento,Black Friday,2,297.65,0.0,595.3,77.39,517.91,139.53,0
RETAILMAX S.A. - VENTAS 2021,2021-000265,2021-11-18 10:57:58,S1020,C00310,P2056,Web,Efectivo,Sin Promo,1,886.94,0.0,886.94,133.04,753.9,417.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000266,2021-02-18 22:32:03,S1037,C00109,P2116,Web,Financiamiento,Cyber Week,1,595.12,0.2,595.12,77.37,517.75,358.01,1
RETAILMAX S.A. - VENTAS 2021,2021-000267,2021-04-17 10:03:51,S1041,C00565,P2006,Web,Financiamiento,2x1,1,402.01,0.0,402.01,52.26,349.75,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-000268,2021-03-23 01:34:11,S1009,C00031,P2093,Marketplace,Efectivo,2x1,1,147.96,0.0,147.96,19.23,128.73,75.0,0
RETAILMAX S.A. - VENTAS 2021,2021-000269,2021-06-21 22:27:27,S1005,C00138,P2012,Call Center,Tarjeta,Sin Promo,3,630.66,0.2,1891.98,245.96,1646.02,363.05,1
RETAILMAX S.A. - VENTAS 2021,2021-000270,2021-01-27 19:33:52,S1010,C00332,P2071,Tienda,Financiamiento,Black Friday,1,386.86,0.2,386.86,46.42,340.44,243.78,0
RETAILMAX S.A. - VENTAS 2021,2021-000271,2021-02-06 08:34:01,S1014,C00341,P2129,Marketplace,Financiamiento,Promo 10%,3,454.45,0.1,1363.35,163.6,1199.75,401.84,1
RETAILMAX S.A. - VENTAS 2021,2021-000272,2021-12-13 11:51:28,S1014,C00356,P2011,Marketplace,Efectivo,Sin Promo,1,392.72,0.0,392.72,47.13,345.59,309.34,0
RETAILMAX S.A. - VENTAS 2021,2021-000273,2021-07-31 07:16:48,S1012,C00142,P2103,Tienda,Financiamiento,Black Friday,1,424.9,0.0,424.9,50.99,373.91,274.37,0
RETAILMAX S.A. - VENTAS 2021,2021-000274,2021-01-28 15:52:09,S1034,C00312,P2026,Call Center,Efectivo,2x1,1,413.93,0.1,413.93,62.09,351.84,230.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000275,2021-03-11 16:39:56,S1036,C00454,P2101,Marketplace,Transferencia,Promo 10%,3,286.05,0.15,858.15,128.72,729.43,262.94,0
RETAILMAX S.A. - VENTAS 2021,2021-000276,2021-03-07 01:10:06,S1030,C00310,P2109,Marketplace,Efectivo,Sin Promo,2,208.28,0.0,416.56,62.48,354.08,141.94,0
RETAILMAX S.A. - VENTAS 2021,2021-000277,2021-08-23 15:13:37,S1038,C00141,P2151,Web,Transferencia,Black Friday,1,246.17,0.0,246.17,32.0,214.17,116.51,0
RETAILMAX S.A. - VENTAS 2021,2021-000278,2021-11-23 22:15:54,S1034,C00132,P2010,Web,Tarjeta,2x1,4,363.68,0.1,1454.72,218.21,1236.51,210.17,0
